151603712,3510,273.0
151603712,2428,87.0
151603712,2063,14.9
151603712,2234,12.1
151603712,284,8.9
151603712,2244,8.5
151603712,1681,8.1
151603712,1387,7.5
151603712,2736,3.3
151603712,1226,2.8
151603712,2824,2.5
151603712,2181,2.0
151603712,1377,1.4
151603712,1325,1.3
151603712,401,1.3
151603712,3063,0.8
151603712,2812,0.8
151603712,1059,0.6
151603712,2551,0.5
151603712,3134,0.5
151603712,2462,0.5
151603712,1693,0.5
151603712,2388,0.5
151603712,2028,0.4
151603712,996,0.1
151603712,198,0.1
187131847,1693,2.3
59945701,1040,238.0
59945701,953,84.0
59945701,3510,58.0
59945701,381,22.0
59945701,1589,13.8
59945701,356,10.2
59945701,173,7.8
59945701,484,7.0
59945701,1736,5.2
59945701,2175,4.8
59945701,1240,3.4
59945701,1396,3.2
59945701,1916,2.8
59945701,1751,2.6
59945701,1163,2.3
59945701,170,0.7
59945701,3202,0.6
59945701,2222,0.5
59945701,788,0.4
59945701,5,0.3
59945701,3096,0.1
59945701,1226,0.1
53875128,114,86.0
53875128,707,72.0
53875128,284,71.0
53875128,2357,59.0
53875128,3123,54.0
53875128,1800,50.0
53875128,354,35.0
53875128,604,35.0
53875128,2126,35.0
53875128,2050,34.0
53875128,5,33.0
53875128,602,32.0
53875128,1027,25.0
53875128,385,24.0
53875128,970,23.0
53875128,619,23.0
53875128,1297,23.0
53875128,366,22.0
53875128,1147,21.0
53875128,2864,21.0
53875128,2875,19.6
53875128,1530,18.5
53875128,2067,18.3
53875128,352,16.9
53875128,3023,14.3
53875128,980,13.7
53875128,872,13.4
53875128,2464,12.5
53875128,1734,12.2
53875128,32,11.5
53875128,2653,11.2
53875128,906,11.1
53875128,2967,11.0
53875128,2701,10.2
53875128,1956,10.1
53875128,290,9.8
53875128,1553,9.8
53875128,467,9.7
53875128,2741,9.7
53875128,1916,9.6
53875128,3436,9.0
53875128,1107,8.9
53875128,1076,8.6
53875128,2014,8.4
53875128,1397,8.3
53875128,2998,7.8
53875128,2277,7.6
53875128,2234,7.5
53875128,1089,7.3
53875128,3492,7.2
53875128,640,7.0
53875128,1868,6.7
53875128,995,6.6
53875128,504,6.4
53875128,2061,6.4
53875128,954,6.2
53875128,2455,6.0
53875128,381,5.9
53875128,683,5.7
53875128,1093,5.6
53875128,1917,5.6
53875128,3531,5.5
53875128,696,5.5
53875128,2938,5.5
53875128,347,5.2
53875128,177,4.9
53875128,3570,4.4
53875128,572,4.3
53875128,2813,4.2
53875128,3322,4.0
53875128,645,4.0
53875128,2215,4.0
53875128,2153,3.7
53875128,1334,3.4
53875128,1154,3.3
53875128,3281,3.2
53875128,1096,3.0
53875128,1175,2.9
53875128,3446,2.8
53875128,2372,2.8
53875128,1021,2.8
53875128,1322,2.7
53875128,529,2.6
53875128,952,2.5
53875128,1781,2.5
53875128,1483,2.4
53875128,1692,2.2
53875128,1105,2.2
53875128,2668,2.0
53875128,1574,1.9
53875128,1160,1.9
53875128,512,1.9
53875128,2310,1.8
53875128,3153,1.8
53875128,1546,1.8
53875128,2405,1.7
53875128,2736,1.7
53875128,710,1.6
53875128,1059,1.5
53875128,337,1.4
53875128,2196,1.4
53875128,511,1.3
53875128,1582,1.3
53875128,1589,1.3
53875128,2457,1.1
53875128,3217,1.1
53875128,2346,1.1
53875128,2041,1.1
53875128,1842,1.0
53875128,949,1.0
53875128,2478,0.9
53875128,3533,0.9
53875128,1358,0.9
53875128,1383,0.9
53875128,3288,0.9
53875128,2902,0.8
53875128,1424,0.8
53875128,869,0.8
53875128,537,0.8
53875128,3279,0.8
53875128,2388,0.8
53875128,3438,0.8
53875128,466,0.8
53875128,2264,0.7
53875128,1081,0.7
53875128,447,0.7
53875128,603,0.7
53875128,1905,0.6
53875128,395,0.6
53875128,2636,0.6
53875128,2793,0.6
53875128,1572,0.6
53875128,723,0.6
53875128,3216,0.6
53875128,1736,0.6
53875128,1870,0.5
53875128,2051,0.5
53875128,1597,0.5
53875128,1023,0.5
53875128,2779,0.5
53875128,1111,0.5
53875128,2063,0.5
53875128,2657,0.5
53875128,665,0.5
53875128,2440,0.5
53875128,3536,0.5
53875128,1354,0.5
53875128,520,0.4
53875128,1009,0.4
53875128,2507,0.4
53875128,918,0.4
53875128,3319,0.4
53875128,2381,0.4
53875128,2317,0.4
53875128,2757,0.4
53875128,3176,0.4
53875128,1834,0.4
53875128,1062,0.4
53875128,1494,0.4
53875128,423,0.4
53875128,1034,0.4
53875128,3557,0.3
53875128,1888,0.3
53875128,1763,0.3
